26-Jul-22 13:44:18,8516,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:19,15228,Local db updated
26-Jul-22 13:44:19,15228,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:19,724,Local db updated
26-Jul-22 13:44:19,724,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:19,3088,Local db updated
26-Jul-22 13:44:19,3088,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:20,4172,Local db updated
26-Jul-22 13:44:20,4172,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:20,12080,Local db updated
26-Jul-22 13:44:20,12080,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:20,8292,Local db updated
26-Jul-22 13:44:20,8292,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:21,13812,Local db updated
26-Jul-22 13:44:21,13812,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:21,14280,Local db updated
26-Jul-22 13:44:21,14280,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:21,5628,Local db updated
26-Jul-22 13:44:21,5628,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:21,5240,Local db updated
26-Jul-22 13:44:21,5240,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:40,10552,Local db updated
26-Jul-22 13:53:40,10552,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:40,3352,Local db updated
26-Jul-22 13:53:40,3352,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:40,9624,Local db updated
26-Jul-22 13:53:40,9624,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:41,8588,Local db updated
26-Jul-22 13:53:41,8588,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:41,14596,Local db updated
26-Jul-22 13:53:41,14596,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:41,7584,Local db updated
26-Jul-22 13:53:41,7584,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:41,7328,Local db updated
26-Jul-22 13:53:41,7328,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:42,9244,Local db updated
26-Jul-22 13:53:42,9244,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:42,8972,Local db updated
26-Jul-22 13:53:42,8972,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:42,836,Local db updated
26-Jul-22 13:53:42,836,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:43,12640,Local db updated
26-Jul-22 13:53:43,12640,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:43,10152,Local db updated
26-Jul-22 13:53:43,10152,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:43,552,Local db updated
26-Jul-22 13:53:43,552,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:43,10012,Local db updated
26-Jul-22 13:53:43,10012,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:44,9136,Local db updated
26-Jul-22 13:53:44,9136,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:44,11484,Local db updated
26-Jul-22 13:53:44,11484,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:44,11232,Local db updated
26-Jul-22 13:53:44,11232,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:44,15256,Local db updated
26-Jul-22 13:53:44,15256,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:45,13584,Local db updated
26-Jul-22 13:53:45,13584,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:53:45,12956,Local db updated
26-Jul-22 13:53:45,12956,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
