26-Jul-22 12:28:51,11656,Local db updated
26-Jul-22 12:28:51,11656,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 12:29:17,14848,Local db updated
26-Jul-22 12:29:17,14848,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:55,11556,Local db updated
26-Jul-22 13:02:55,11556,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:55,10656,Local db updated
26-Jul-22 13:02:55,10656,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:55,6168,Local db updated
26-Jul-22 13:02:55,6168,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:55,4528,Local db updated
26-Jul-22 13:02:55,4528,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:56,13420,Local db updated
26-Jul-22 13:02:56,13420,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:56,15184,Local db updated
26-Jul-22 13:02:56,15184,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:56,6512,Local db updated
26-Jul-22 13:02:56,6512,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:56,1904,Local db updated
26-Jul-22 13:02:56,1904,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:57,7252,Local db updated
26-Jul-22 13:02:57,7252,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:57,14308,Local db updated
26-Jul-22 13:02:57,14308,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:57,13708,Local db updated
26-Jul-22 13:02:57,13708,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:57,10848,Local db updated
26-Jul-22 13:02:57,10848,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:58,9032,Local db updated
26-Jul-22 13:02:58,9032,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:58,8724,Local db updated
26-Jul-22 13:02:58,8724,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:58,5236,Local db updated
26-Jul-22 13:02:58,5236,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:58,5664,Local db updated
26-Jul-22 13:02:58,5664,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:59,3968,Local db updated
26-Jul-22 13:02:59,3968,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:59,11092,Local db updated
26-Jul-22 13:02:59,11092,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:59,12208,Local db updated
26-Jul-22 13:02:59,12208,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:02:59,14240,Local db updated
26-Jul-22 13:02:59,14240,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:04:30,2136,Local db updated
26-Jul-22 13:04:30,2136,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:04:33,4264,Local db updated
26-Jul-22 13:04:33,4264,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:43:33,1516,Local db updated
26-Jul-22 13:43:33,1516,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:43:59,7676,Local db updated
26-Jul-22 13:43:59,7676,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:00,7072,Local db updated
26-Jul-22 13:44:00,7072,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:03,14364,Local db updated
26-Jul-22 13:44:03,14364,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:05,13332,Local db updated
26-Jul-22 13:44:05,13332,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:05,11204,Local db updated
26-Jul-22 13:44:05,11204,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:08,7832,Local db updated
26-Jul-22 13:44:08,7832,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:10,7816,Local db updated
26-Jul-22 13:44:10,7816,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:18,13836,Local db updated
26-Jul-22 13:44:18,13836,10010: Access violation at address 00926FD3 in module 'MsgConsole.exe'. Read of address 00000000
26-Jul-22 13:44:18,8516,Local db updated
